,Compound,Date,Negative,Neutral,Positive,Text,Tweets Ago,User
277,-0.8839,Thu Mar 08 01:53:03 +0000 2018,0.636,0.364,0.0,President Trump has signaled that he believes violence in video games is partly to blame for real life violence. He… https://t.co/gh77JIKBDw,78,CNN
278,0.0,Thu Mar 08 01:49:05 +0000 2018,1.0,0.0,0.0,Porn star Stormy Daniels' attorney says President Trump's personal lawyer had a restraining order issued against he… https://t.co/bZNG8pVyhr,79,CNN
279,-0.6808,Thu Mar 08 01:46:59 +0000 2018,0.761,0.239,0.0,"RT @AC360: Porn star Stormy Daniels' lawsuit against Donald Trump ""leaves no doubt"" that she said she had an affair with Trump, according t…",80,CNN
280,-0.2263,Thu Mar 08 01:46:13 +0000 2018,0.909,0.091,0.0,"Britain's Boris Johnson says the UK would respond ""robustly"" if Russia is found to be behind the suspected poisonin… https://t.co/v8xhF5rJtG",81,CNN
281,0.0,Thu Mar 08 01:38:28 +0000 2018,1.0,0.0,0.0,"“That is simply, flat out not true” - @AndersonCooper on the White House saying that President Trump has directly a… https://t.co/Yp9Fs0syTD",82,CNN
282,0.0,Thu Mar 08 01:33:22 +0000 2018,1.0,0.0,0.0,"The USS Carl Vinson has moored just off the coast of Da Nang, Vietnam. It is the first time a US Navy aircraft carr… https://t.co/ShTR0aAYR5",83,CNN
283,0.0,Thu Mar 08 01:19:01 +0000 2018,1.0,0.0,0.0,"Democrats say a Trump associate may have misled a House panel over a meeting in the Seychelles islands, a trip that… https://t.co/MeRpj3sKfd",84,CNN
284,0.4019,Thu Mar 08 01:07:09 +0000 2018,0.87,0.0,0.13,"President Trump asked his former chief of staff Reince Priebus if special counsel investigators had been ""nice"" dur… https://t.co/dcqW7xr4u8",85,CNN
285,0.1531,Thu Mar 08 01:03:01 +0000 2018,0.783,0.096,0.122,The Florida state House has passed a school safety bill that would impose new restrictions on firearm sales and all… https://t.co/SqwoHDHBot,86,CNN
286,0.0,Thu Mar 08 00:51:20 +0000 2018,1.0,0.0,0.0,Here's what the winter storm did to a New Jersey man's car in just four hours. Follow latest updates:… https://t.co/GNixkerFcj,87,CNN
287,-0.4767,Thu Mar 08 00:48:11 +0000 2018,0.78,0.22,0.0,The biggest thing Trump gets wrong on trade https://t.co/ppTN4g2H3H via @CNNMoney https://t.co/jPG0Jzx30M,88,CNN
288,-0.1779,Thu Mar 08 00:32:05 +0000 2018,0.606,0.19,0.203,The National Comprehensive Cancer Network often publishes clinical practice guidelines that help shape the course o… https://t.co/YP3ze4Fokl,89,CNN
289,-0.569,Thu Mar 08 00:23:47 +0000 2018,0.81,0.19,0.0,"RT @OutFrontCNN: ""There's no way he didn't know...it's not plausible that this was not done to benefit the campaign"" - Former prosecutor We…",90,CNN
290,-0.0516,Thu Mar 08 00:19:20 +0000 2018,0.811,0.099,0.09,"After age 13, no new brain cells are created in a brain region linked to learning, according to a new study… https://t.co/YRjN13uu0i",91,CNN
291,0.0,Thu Mar 08 00:16:08 +0000 2018,1.0,0.0,0.0,"The Trump administration has quietly said it will consider big game trophy imports on a ""case-by-case"" basis… https://t.co/MsfL9ZoPfE",92,CNN
292,-0.4215,Thu Mar 08 00:15:11 +0000 2018,0.882,0.118,0.0,"In 1965, John Lewis was beaten by white police as he led a march in Selma, Alabama, for voting rights. Nearly every… https://t.co/HSTg7AONqM",93,CNN
293,0.0,Thu Mar 08 00:03:04 +0000 2018,1.0,0.0,0.0,Gary Cohn is the latest Goldman Sachs alum to ill-serve America | By Jeffrey Sachs via @CNNOpinion… https://t.co/sCOG7DS0vu,94,CNN
294,-0.4404,Wed Mar 07 23:54:15 +0000 2018,0.884,0.116,0.0,"RT @CNNSitRoom: Dem. Rep. Jim Himes says if there is behavior behind the Stormy Daniels scandal ""that would make the President possibly sub…",95,CNN
295,-0.5994,Wed Mar 07 23:54:08 +0000 2018,0.843,0.157,0.0,"A death row inmate whose execution was ""botched and bloody,"" as the inmate's lawyer put it, is asking not to be put… https://t.co/G7PZwmxFkX",96,CNN
296,0.0,Wed Mar 07 23:49:33 +0000 2018,1.0,0.0,0.0,"Two students were involved in a shooting during dismissal time at a high school in Birmingham, Alabama, the city sc… https://t.co/LHnUg7sMQ5",97,CNN
297,0.7184,Wed Mar 07 23:45:57 +0000 2018,0.714,0.0,0.286,"Florida lawmakers have approved the ""Sunshine Protection Act,"" which would keep Daylight Saving Time going througho… https://t.co/QRlMe11zDK",98,CNN
298,-0.6983,Wed Mar 07 23:35:01 +0000 2018,0.746,0.254,0.0,"Rep. Jim Himes on the Trump and Stormy Daniels scandal: ""This is just one more absurd, embarrassing distraction""… https://t.co/li1Twylhm7",99,CNN
299,0.0,Wed Mar 07 23:32:23 +0000 2018,1.0,0.0,0.0,The kind of floods we've only seen during storms might someday become regular events as sea levels rise due to glob… https://t.co/U9lg3rdY6A,100,CNN
300,0.0516,Wed Mar 07 23:30:45 +0000 2018,0.699,0.145,0.156,Former White House Communications Director Hope Hicks told Congress her email was hacked. #SpecialReport https://t.co/1NjrRJ7vcU,1,FoxNews
301,0.0,Wed Mar 07 23:26:23 +0000 2018,1.0,0.0,0.0,'Where Is Their Disavowal?': @kimguilfoyle Rips Group of House Dems for Farrakhan Connections https://t.co/rnIybLHgoA,2,FoxNews
302,-0.2732,Wed Mar 07 23:22:11 +0000 2018,0.861,0.139,0.0,".@ChuckGrassley: Trade tariffs do not put America First – low barriers, expanded access do https://t.co/zf4PX0wrFo",3,FoxNews
303,-0.2263,Wed Mar 07 23:18:35 +0000 2018,0.888,0.112,0.0,The Trump administration has filed a lawsuit against California over its immigration policies. @ClaudiaCowan1 has t… https://t.co/yLhIYCCMMP,4,FoxNews
304,-0.7783,Wed Mar 07 23:07:04 +0000 2018,0.449,0.438,0.112,Suspended Yale student from Afghanistan is acquitted of rape charge https://t.co/BbDLIN1KLs,5,FoxNews
305,0.0,Wed Mar 07 23:01:44 +0000 2018,1.0,0.0,0.0,Prehistoric cave believed to be 10 million years old found in Texas https://t.co/soDR6ERWVT,6,FoxNews
306,0.5574,Wed Mar 07 22:58:00 +0000 2018,0.777,0.0,0.223,"""The American dream is back and stronger than ever.""

WATCH: President @realDonaldTrump's full remarks to the Latin… https://t.co/gyIUa3nMJu",7,FoxNews
307,-0.5423,Wed Mar 07 22:57:23 +0000 2018,0.741,0.259,0.0,Astronaut @StationCDRKelly: How I went from bad student to space star https://t.co/an4h4oguWq,8,FoxNews
308,0.0,Wed Mar 07 22:57:00 +0000 2018,1.0,0.0,0.0,"""After years of rebuilding other countries - and we have built a lot of countries - it's time to start building our… https://t.co/LLxPyrZ4Jx",9,FoxNews
309,0.0,Wed Mar 07 22:45:10 +0000 2018,1.0,0.0,0.0,He's 16 and he's gigantic: Meet world's tallest teenager https://t.co/olVDThiU1Z,10,FoxNews
310,0.8225,Wed Mar 07 22:39:00 +0000 2018,0.714,0.0,0.286,".@TomiLahren: ""I think [@tedcruz's] going to win. I think he's going to win big, as are the rest of the Republicans… https://t.co/ZLjpFFOw5T",11,FoxNews
311,-0.5106,Wed Mar 07 22:32:00 +0000 2018,0.823,0.177,0.0,INSTANT CAR-MA?: This suspected drunk driver was in the middle of fleeing from police when he jumped out of his car… https://t.co/IxEtnNkbdy,12,FoxNews
312,0.3832,Wed Mar 07 22:30:00 +0000 2018,0.822,0.0,0.178,".@DarrellIssa Rips @JerryBrownGov, @AGBecerra: 'Making My State Less Safe' and Endangering Others… https://t.co/nE4hnQaWn8",13,FoxNews
313,0.0,Wed Mar 07 22:24:34 +0000 2018,1.0,0.0,0.0,"Trump's sanctions and hardline rhetoric brought North Korea to negotiating table, experts say https://t.co/7TV4uikr7P",14,FoxNews
314,0.0,Wed Mar 07 22:15:00 +0000 2018,1.0,0.0,0.0,"AG Sessions: ""Here's my message to Mayor @LibbySchaaf: 'How dare you? How dare you needlessly endanger the lives of… https://t.co/jjnbvzOdCu",15,FoxNews
315,-0.8166,Wed Mar 07 22:10:53 +0000 2018,0.694,0.306,0.0,".@JesseBWatters: ""Sessions should throw the book at this mayor... These are bad hombres. So keeping criminals in ci… https://t.co/AcFY3aTVAA",16,FoxNews
316,0.5574,Wed Mar 07 22:09:57 +0000 2018,0.847,0.0,0.153,"RT @FoxBusiness: .@CoxEnterprises said Wednesday the majority of its employees will receive bonuses of up to $2,000 following the passage o…",17,FoxNews
317,-0.5106,Wed Mar 07 22:03:00 +0000 2018,0.852,0.148,0.0,".@AGBecerra: ""You could trace all of this back to the fact that... the Trump Administration has just failed utterly… https://t.co/MzopIy1Adx",18,FoxNews
318,0.128,Wed Mar 07 22:00:01 +0000 2018,0.919,0.0,0.081,TONIGHT: Attorney General Jeff Sessions sits down with @ShannonBream for an exclusive interview on “Fox News @ Nigh… https://t.co/rGsZPoLQpP,19,FoxNews
319,0.0,Wed Mar 07 21:55:52 +0000 2018,1.0,0.0,0.0,"RT @FoxNewsResearch: Annual U.S. Trade Deficits →
- in billions
•2017: ($568.4)
•2016: ($504.7)
•2015: ($500.4)
•2014: ($490.3)
•2013: ($46…",20,FoxNews
320,-0.4939,Wed Mar 07 21:53:20 +0000 2018,0.625,0.375,0.0,Winery charges patrons $72 to cut birthday cake https://t.co/8XlXjnn6jq,21,FoxNews
321,0.4588,Wed Mar 07 21:48:43 +0000 2018,0.833,0.0,0.167,OPINION: Americans should applaud @realDonaldTrump for starting to end our nation's wholesale surrender on trade https://t.co/BtxSeUTelG,22,FoxNews
322,-0.34,Wed Mar 07 21:44:18 +0000 2018,0.897,0.103,0.0,"Doug Burns on Oakland mayor warning of ICE raids: ""Had she said 'it's gonna be Saturday morning, 8 a.m. at such and… https://t.co/OXqVfjAN1S",23,FoxNews
323,0.0,Wed Mar 07 21:35:48 +0000 2018,1.0,0.0,0.0,"Bre Payton on denuclearizing NoKo: ""Before @realDonaldTrump, denuclearization was not on the table. North Korea was… https://t.co/HZJzdujU4O",24,FoxNews
324,0.34,Wed Mar 07 21:35:12 +0000 2018,0.821,0.0,0.179,RT @FoxBusiness: Fed Beige Book: Tax overhaul is boosting US wages  https://t.co/IHCIMB9uH7,25,FoxNews
325,-0.5719,Wed Mar 07 21:34:36 +0000 2018,0.802,0.198,0.0,"Trump administration to turn over documents related to Obama-era Operation Fast and Furious - via @brookefoxnews 
https://t.co/wmGyREf6U4",26,FoxNews
326,-0.765,Wed Mar 07 21:33:35 +0000 2018,0.664,0.336,0.0,"Trading barbs over Texas Senate seat, Cruz, O'Rourke waste no time in battle for midterms- via @brookefoxnews 
https://t.co/yhyASTVOQc",27,FoxNews
327,-0.3818,Wed Mar 07 21:25:14 +0000 2018,0.776,0.224,0.0,"Pennsylvania, New Jersey battle second nor'easter in one week https://t.co/GB7Wx1NBNx",28,FoxNews
328,0.0,Wed Mar 07 21:20:02 +0000 2018,1.0,0.0,0.0,'Sex and the City' Actress Cynthia Nixon could be New York's next governor: A look at her political activism https://t.co/bBZcqv6Qn8,29,FoxNews
329,-0.296,Wed Mar 07 21:20:00 +0000 2018,0.879,0.121,0.0,"AG Sessions: ""Stop treating immigration agents differently of everybody else for the purpose of eviscerating border… https://t.co/yDzpkefM7n",30,FoxNews
330,0.0,Wed Mar 07 21:12:42 +0000 2018,1.0,0.0,0.0,California sanctuary laws. https://t.co/XNPzslLHW8,31,FoxNews
331,0.0,Wed Mar 07 21:12:32 +0000 2018,1.0,0.0,0.0,"RT @FoxBusiness: #BreakingNews: Stocks stage a comeback into the close as @WhiteHouse talks tariff ""carve outs."" The S&amp;P 500 finished posit…",32,FoxNews
332,0.2732,Wed Mar 07 21:10:00 +0000 2018,0.851,0.0,0.149,Surprise baby: Woman who thought she had kidney infection was in labor https://t.co/t7QUrBKonu,33,FoxNews
333,-0.7003,Wed Mar 07 21:05:00 +0000 2018,0.547,0.453,0.0,"Several injured in Vienna knife attack, reports say  https://t.co/gMIfsKTj6k",34,FoxNews
334,-0.2023,Wed Mar 07 20:58:00 +0000 2018,0.488,0.311,0.201,Struggling Domino's Pizza delivery driver shocked by church's generous tip https://t.co/81VQxrsU6M,35,FoxNews
335,-0.5267,Wed Mar 07 20:54:00 +0000 2018,0.61,0.299,0.091,Inmate escapes after guard transporting prisoners stops at casino in St. Louis https://t.co/5SoVmhtBo0,36,FoxNews
336,0.0,Wed Mar 07 20:46:00 +0000 2018,1.0,0.0,0.0,Actress Taylor Hickson sues production company over on-set disfigurement https://t.co/bbXQEAoutU,37,FoxNews
337,0.5859,Wed Mar 07 20:43:00 +0000 2018,0.759,0.0,0.241,Danica Patrick says she's going to the Indy 500 to win it https://t.co/cUHfYpznFH,38,FoxNews
338,0.4215,Wed Mar 07 20:39:00 +0000 2018,0.843,0.0,0.157,"Rep. King: Dems Hoping Russia Probe Will 'Never End,' Are Leaking Closed Testimony to Media https://t.co/rspMT2wZYQ",39,FoxNews
339,0.0,Wed Mar 07 20:32:58 +0000 2018,1.0,0.0,0.0,Daylight saving time: When and why we spring clocks forward https://t.co/Yf18NuF73S,40,FoxNews
340,0.4215,Wed Mar 07 20:22:41 +0000 2018,0.833,0.0,0.167,".@RepPeteKing: Dems Hoping Russia Probe Will 'Never End,' Are Leaking Closed Testimony to Media… https://t.co/R2HWRVDUWL",41,FoxNews
341,-0.128,Wed Mar 07 20:13:33 +0000 2018,0.923,0.077,0.0,".@PressSec on @POTUS' advisers: ""At the end of the day, the American people voted overwhelmingly for President Dona… https://t.co/iSiw6ThQ6i",42,FoxNews
342,-0.6908,Wed Mar 07 20:09:53 +0000 2018,0.68,0.32,0.0,Connecticut Governor @GovMalloyOffice: The @NRA Has Become a 'Terrorist Organization' https://t.co/7GmpB2IrU7 https://t.co/KKTyNEBgwm,43,FoxNews
343,0.743,Wed Mar 07 20:06:46 +0000 2018,0.711,0.0,0.289,".@PressSec on trade talks with China: ""[@POTUS] feels like the United States has been taken advantage of for far to… https://t.co/1kPgglH79b",44,FoxNews
344,-0.2263,Wed Mar 07 20:02:17 +0000 2018,0.829,0.107,0.063,".@PressSec on admin resignations: ""This is an intense place, as [is] every @WhiteHouse, and it's not abnormal that… https://t.co/A11fP4JkLU",45,FoxNews
345,-0.3818,Wed Mar 07 19:57:21 +0000 2018,0.833,0.167,0.0,".@PressSec: ""@SenSchumer is blocking nominees indiscriminately. He forces time-wasting procedural votes on nominees… https://t.co/PlGewVUYix",46,FoxNews
346,0.0,Wed Mar 07 19:45:55 +0000 2018,1.0,0.0,0.0,.@PressSec holds a White House briefing.  https://t.co/9P6qJX3VQm,47,FoxNews
347,-0.6908,Wed Mar 07 19:27:52 +0000 2018,0.63,0.37,0.0,Connecticut Governor: The NRA Has Become 'Terrorist Organization' https://t.co/YKeBWSBmdr,48,FoxNews
348,0.0,Wed Mar 07 19:18:17 +0000 2018,1.0,0.0,0.0,Patriotic Teens Replace Family's Tattered American Flag https://t.co/4o6xzuDxKW,49,FoxNews
349,-0.0258,Wed Mar 07 19:04:10 +0000 2018,0.659,0.174,0.168,North Korean defector describes nation's perception of United States; @EricShawnTV reports. #OutnumberedOT https://t.co/eAjIACofoO,50,FoxNews
350,-0.7579,Wed Mar 07 18:58:16 +0000 2018,0.683,0.317,0.0,"BREAKING NEWS: Nikolas Cruz formally charged with 17 counts of murder in Valentine’s Day massacre
https://t.co/dPIkZIM2Ce",51,FoxNews
351,0.0,Wed Mar 07 18:54:19 +0000 2018,1.0,0.0,0.0,".@kayleighmcenany on #TXprimary: ""Not a blue wave at all... We had a half million more voters."" #OutnumberedOT https://t.co/ItayHmASza",52,FoxNews
352,0.0,Wed Mar 07 18:48:37 +0000 2018,1.0,0.0,0.0,U.S. Senate primary election in Texas - Total votes. https://t.co/S8pgT71CYq,53,FoxNews
353,0.7351,Wed Mar 07 18:48:09 +0000 2018,0.575,0.097,0.327,".@kayleighmcenany: ""@POTUS won Pennsylvania, Wisconsin - states no Republican has won since the 1980s. These states… https://t.co/DklVOI583M",54,FoxNews
354,0.3182,Wed Mar 07 18:45:34 +0000 2018,0.85,0.0,0.15,".@Zac_Petkanas on #TXPrimary: ""We had a 105% increase in primary turnout over 2014."" #OutnumberedOT https://t.co/VygXUenluE",55,FoxNews
355,0.2933,Wed Mar 07 18:43:55 +0000 2018,0.825,0.0,0.175,".@RepPeteKing: ""Democrats want this to never end... There's no evidence at all of any Russian collusion.""… https://t.co/rb6o5sS3Ez",56,FoxNews
356,0.4215,Wed Mar 07 18:42:36 +0000 2018,0.843,0.0,0.157,"RT @FoxBusiness: .@Target raises minimum wage to $12, with hopes of hitting $15 by 2020   https://t.co/G6X0SMQJUC",57,FoxNews
357,0.4767,Wed Mar 07 18:33:05 +0000 2018,0.807,0.0,0.193,"Google's artificial intelligence is being used by US military drone program, prompting concerns… https://t.co/bdWNtsvNL4",58,FoxNews
358,0.0,Wed Mar 07 18:27:48 +0000 2018,1.0,0.0,0.0,Nikolas Cruz's jail records reveal details of gunman's behavior in days after Florida school shooting https://t.co/T7xE2t30AW,59,FoxNews
359,-0.5154,Wed Mar 07 18:21:02 +0000 2018,0.666,0.232,0.102,".@DarrellIssa: ""This is making my state less safe. And shame on my governor. Shame on my attorney general... Shame… https://t.co/bWQaKIuQRM",60,FoxNews
360,0.4019,Wed Mar 07 18:14:29 +0000 2018,0.87,0.0,0.13,".@Judgenap: ""The Democratic Party that runs California is so beholden to the immigrant rights groups it is willing… https://t.co/gidYEfWrpa",61,FoxNews
361,-0.6249,Wed Mar 07 18:10:36 +0000 2018,0.758,0.242,0.0,".@DarrellIssa: ""When California thwarts the law, those criminals don't all stay in California. They'll go to adjace… https://t.co/Pu23SejFLm",62,FoxNews
362,-0.5106,Wed Mar 07 18:06:46 +0000 2018,0.852,0.148,0.0,".@AGBecerra: ""You could trace all of this back to the fact that... the Trump Administration has just failed utterly… https://t.co/uGeDeDY6Ei",63,FoxNews
363,0.0,Wed Mar 07 18:00:35 +0000 2018,1.0,0.0,0.0,"Sessions unloads on California Dems for ‘radical, open borders agenda’ https://t.co/mEVgdv3CGT",64,FoxNews
364,0.0,Wed Mar 07 17:59:26 +0000 2018,1.0,0.0,0.0,RT @FoxBusiness: Gary Cohn and the meeting that may have ended his White House role https://t.co/RoHNVDAUZ1,65,FoxNews
365,-0.4215,Wed Mar 07 17:56:39 +0000 2018,0.833,0.167,0.0,".@ChelseaClinton pushes #MeToo, but gets no questions on @BillClinton's actions or Harvey Weinstein donations. https://t.co/ZokQijpJA5",66,FoxNews
366,0.3612,Wed Mar 07 17:54:39 +0000 2018,0.865,0.0,0.135,".@guypbenson: ""@BillClinton... is like the poster child of anti-#MeToo for much of his adult life."" #Outnumbered https://t.co/vtp9wlDKZ3",67,FoxNews
367,-0.4404,Wed Mar 07 17:50:43 +0000 2018,0.48,0.295,0.225,"Ingraham Hits Back at Bush Over Trump Jab: Endless War, Financial Crisis Was Not 'Pretty Good' https://t.co/sseZLyAxxb",68,FoxNews
368,-0.4939,Wed Mar 07 17:41:52 +0000 2018,0.824,0.176,0.0,"Breaking News: Ex-Russian spy, daughter poisoned by nerve agent in ‘targeted’ act, British authorities say https://t.co/kOruZVejf8",69,FoxNews
369,0.0,Wed Mar 07 17:40:00 +0000 2018,1.0,0.0,0.0,"""After years of rebuilding other countries - and we have built a lot of countries - it's time to start building our… https://t.co/s5jQPJFuwp",70,FoxNews
370,0.5574,Wed Mar 07 17:36:00 +0000 2018,0.777,0.0,0.223,"""The American dream is back and stronger than ever.""

WATCH: President @realDonaldTrump's full remarks to the Latin… https://t.co/WrTzQ4oUBZ",71,FoxNews
371,-0.6369,Wed Mar 07 17:35:19 +0000 2018,0.724,0.276,0.0,".@HeyTammyBruce: Unchallenged liberalism leaves homelessness, drug abuse, garbage in its wake https://t.co/spgif91wB1",72,FoxNews
372,0.0,Wed Mar 07 17:22:41 +0000 2018,1.0,0.0,0.0,".@POTUS: ""This is our time. This is our moment. Go get DACA. Go push those Democrats."" https://t.co/5LyKi7Rhdo",73,FoxNews
373,0.5106,Wed Mar 07 17:20:24 +0000 2018,0.864,0.0,0.136,".@POTUS: ""When our people are free to live their lives and to follow their hearts, there is nothing, nothing at all… https://t.co/PLpJygvgsV",74,FoxNews
374,0.0,Wed Mar 07 17:17:36 +0000 2018,1.0,0.0,0.0,".@POTUS: ""After years of rebuilding other countries - and we have built a lot of countries - it's time to start bui… https://t.co/lYAVJHSJLU",75,FoxNews
375,0.0,Wed Mar 07 17:15:45 +0000 2018,1.0,0.0,0.0,".@POTUS: ""We're trying to have a DACA victory for everybody, by the way, and @TheDemocrats are nowhere to be found."" https://t.co/5gFedacT7G",76,FoxNews
376,0.4215,Wed Mar 07 17:12:49 +0000 2018,0.696,0.091,0.213,".@POTUS: ""Over 4 million workers have already received tax cut bonuses and the number continues to grow every singl… https://t.co/IvI4bwUCse",77,FoxNews
377,0.25,Wed Mar 07 17:11:08 +0000 2018,0.895,0.0,0.105,".@POTUS: ""We've created nearly 3 million jobs since the election... Today we have more Hispanic Americans working t… https://t.co/YgeBKEvQpK",78,FoxNews
378,0.5574,Wed Mar 07 17:08:09 +0000 2018,0.662,0.0,0.338,".@POTUS: ""The American dream is back and stronger than ever."" https://t.co/7bTimUkfJd",79,FoxNews
379,0.4404,Wed Mar 07 17:07:45 +0000 2018,0.854,0.0,0.146,".@POTUS: ""The Latino business community - and you folks are good business-people, I know that. I know that for a fa… https://t.co/olUpbBNCmB",80,FoxNews
380,0.0,Wed Mar 07 17:03:00 +0000 2018,1.0,0.0,0.0,.@POTUS delivers remarks at the Latino Coalition Legislative Summit https://t.co/TKX1PD7a4r,81,FoxNews
381,-0.296,Wed Mar 07 16:58:00 +0000 2018,0.879,0.121,0.0,"AG Sessions: ""Stop treating immigration agents differently of everybody else for the purpose of eviscerating border… https://t.co/1gb6XkjKur",82,FoxNews
382,0.0,Wed Mar 07 16:56:00 +0000 2018,1.0,0.0,0.0,"AG Sessions: ""Here's my message to Mayor @LibbySchaaf: 'How dare you? How dare you needlessly endanger the lives of… https://t.co/7jcbr55IET",83,FoxNews
383,-0.0258,Wed Mar 07 16:47:26 +0000 2018,0.637,0.185,0.178,North Korean defector describes nation's perception of United States; @EricShawnTV reports. https://t.co/mKKu9NMxWG,84,FoxNews
384,-0.5106,Wed Mar 07 16:44:35 +0000 2018,0.784,0.216,0.0,NBA owner Mark Cuban was investigated for sexually assaulting woman in 2011 https://t.co/CYJKuXgUCD,85,FoxNews
385,-0.7351,Wed Mar 07 16:35:14 +0000 2018,0.763,0.237,0.0,"AG Sessions: ""According to Acting Dir. Homan, ICE failed to make 800 arrests that would have been made if the mayor… https://t.co/Y8usTbNAHy",86,FoxNews
386,0.1027,Wed Mar 07 16:33:11 +0000 2018,0.766,0.108,0.126,"AG Sessions: ""Open borders is a radical, irrational idea that cannot be accepted... The United States of America is… https://t.co/M9B7keO3Pm",87,FoxNews
387,0.0,Wed Mar 07 16:25:29 +0000 2018,1.0,0.0,0.0,".@RepMattGaetz: ""In 2015, there was a federal court filing where Russian officials were calling Carter Page an idio… https://t.co/vCLWurwE9C",88,FoxNews
388,0.0,Wed Mar 07 16:19:55 +0000 2018,1.0,0.0,0.0,Attorney General Jeff Sessions makes a major sanctuary jurisdiction announcement https://t.co/6zAQn2UOUj https://t.co/9B55owLNC1,89,FoxNews
389,-0.6705,Wed Mar 07 16:15:35 +0000 2018,0.667,0.333,0.0,"Missouri officer killed, 2 wounded responding to 911 call https://t.co/HypEjnCtXg https://t.co/fGC2sXbkqN",90,FoxNews
390,0.0,Wed Mar 07 16:09:30 +0000 2018,1.0,0.0,0.0,.@JerryBrownGov tweets about AG Jeff Sessons' visit to California. https://t.co/6zAQn2UOUj https://t.co/qwzHvX3HYS,91,FoxNews
391,-0.2263,Wed Mar 07 16:05:19 +0000 2018,0.881,0.119,0.0,"COMING UP: AG Sessions expected to announce lawsuit against California over ""sanctuary state"" policies.… https://t.co/lyp8UDAXIV",92,FoxNews
392,0.4019,Wed Mar 07 15:59:54 +0000 2018,0.803,0.0,0.197,"On @foxandfriends, @TomiLahren slammed the priorities of today's Democratic Party. https://t.co/fJMaI5NlPC https://t.co/EruzVc1p0L",93,FoxNews
393,-0.765,Wed Mar 07 15:52:37 +0000 2018,0.694,0.306,0.0,".@NancyPelosi slams California @ICEgov raid as 'unjust and cruel,' amid outcry over mayor's tipoff to immigrants
https://t.co/zvkVpNYiHy",94,FoxNews
394,0.0,Wed Mar 07 15:48:17 +0000 2018,1.0,0.0,0.0,.@seanspicer Blasts 'Carnival Barker' Jim @Acosta Over Twitter Spat With Sanders https://t.co/SmjFs04L2P,95,FoxNews
395,0.2584,Wed Mar 07 15:38:21 +0000 2018,0.903,0.0,0.097,".@TGowdySC: ""I don't know why the bureau would use opposition research in a court filing and they didn't bother to… https://t.co/9noNZPTapQ",96,FoxNews
396,0.8225,Wed Mar 07 15:35:04 +0000 2018,0.714,0.0,0.286,".@TomiLahren: ""I think [@tedcruz's] going to win. I think he's going to win big, as are the rest of the Republicans… https://t.co/X6CPVJRZhE",97,FoxNews
397,-0.34,Wed Mar 07 15:29:33 +0000 2018,0.806,0.194,0.0,First women attend Marine Combat Training Course at Camp Pendleton. https://t.co/HEs7GW2I0E,98,FoxNews
398,-0.2263,Wed Mar 07 15:27:01 +0000 2018,0.888,0.112,0.0,Sen. @KamalaHarris slammed President @realDonaldTrump and his AG after the Trump @TheJusticeDept filed a lawsuit ag… https://t.co/Lq8M7s1afE,99,FoxNews
399,0.0,Wed Mar 07 15:25:40 +0000 2018,1.0,0.0,0.0,House Democratic leaders hold a news conference https://t.co/NrVJtslqyd,100,FoxNews
400,0.4019,Wed Mar 07 15:18:03 +0000 2018,0.617,0.136,0.247,"When her father's request for ""compassionate release"" was finally approved, prison officials told her he'd be comin… https://t.co/SWp3DsZjrD",1,nytimes
401,0.4215,Wed Mar 07 15:11:06 +0000 2018,0.872,0.0,0.128,EU officials unveiled an array of tariffs that they would place on American-made goods if the United States imposed… https://t.co/raGb0ZOtvu,2,nytimes
402,0.0,Wed Mar 07 15:00:37 +0000 2018,1.0,0.0,0.0,Morning Briefing: Here's what you need to know to start your day https://t.co/CTZm6dLWwI https://t.co/5LoYSE9X98,3,nytimes
403,-0.0258,Wed Mar 07 14:50:11 +0000 2018,0.717,0.163,0.12,Jimmy Kimmel struck back at President Trump after Trump ribbed the Academy Awards show for its low ratings. Our lat… https://t.co/vvXJEuZJ7Q,4,nytimes
404,0.743,Wed Mar 07 14:40:09 +0000 2018,0.741,0.0,0.259,The United States Holocaust Memorial Museum has revoked a prestigious human rights award it had given to Daw Aung S… https://t.co/a7VU7BS5Cz,5,nytimes
405,-0.4404,Wed Mar 07 14:30:05 +0000 2018,0.879,0.121,0.0,"Cynthia Nixon, the ""Sex and the City"" actress, is studying up on the subway: It's a weak spot for Governor Cuomo, w… https://t.co/Xy67VISSG9",6,nytimes
406,-0.3182,Wed Mar 07 14:15:08 +0000 2018,0.827,0.173,0.0,President Trump's claims are often contradicted by his own economic council https://t.co/y6Rrp52yFH,7,nytimes
407,0.3612,Wed Mar 07 14:00:14 +0000 2018,0.872,0.0,0.128,"""Turning off the buzzing breaking-news machine I carry in my pocket was like unshackling myself from a monster who… https://t.co/uJoNbN2aeT",8,nytimes
408,-0.3875,Wed Mar 07 13:44:01 +0000 2018,0.859,0.141,0.0,Donald Trump intentionally never signed a nondisclosure agreement in 2016 so that he could later disavow knowledge… https://t.co/QfnUpr91w9,9,nytimes
409,0.0,Wed Mar 07 13:30:20 +0000 2018,1.0,0.0,0.0,"Democrats in Texas's biggest cities came out in large numbers, but Republicans still cast more ballots over all https://t.co/W7zA9zgl9s",10,nytimes
410,-0.5267,Wed Mar 07 13:14:06 +0000 2018,0.848,0.152,0.0,"For the first time, a Belgian criminal court has convicted a man of ""sexism in the public space,"" for verbally abus… https://t.co/Akm6HzLB6C",11,nytimes
